packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packSize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSizeNO;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System;;;;;;;;;;;;;;;;;;;;;;;;;;
577173-02;simvastatine AB filmomh. tabl. 30 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/577173-02;https://samviewer.digile.be/nl/sam/ampps/577173-02;Simvastatin AB 20 mg filmomh. tabl. 30;Simvastatin AB filmomh. tabl. 30x 20mg;4314357;577173-02;577173-02;BEL simvastatine Aurobindo film-coated tablet 30 x 20mg/;BEL simvastatine Aurobindo film-coated tablet 30 x 20mg/;;;;;30;;30;;30;;;30.0000 {unit};100;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE577173&leafletType=skp;;;;;1;30;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;30;;;298;BEL simvastatine Aurobindo film-coated tablet 20mg/;;;298;simvastatine AB filmomh. tabl. 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1559;Aurobindo;;Aurobindo;1559;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;20;30;mg;O;30;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
472924-21;simvastatine Sandoz (Impexeco) filmomh. tabl. (deelb.) 100 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/472924-21;https://samviewer.digile.be/nl/sam/ampps/472924-21;Simvastatin Sandoz 20 mg (Impexeco) filmomh. tabl. 100;Simvastatin Sandoz (Impexeco) filmomh. tabl. (deelb.) 100x 20mg;3364072;472924-21;472924-21;BEL simvastatine Impexeco film-coated tablet 100 x 20mg/;BEL simvastatine Impexeco film-coated tablet 100 x 20mg/;;;;;100;;100;;100;;;100.0000 {unit};100;NULL;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;303;BEL simvastatine Impexeco film-coated tablet 20mg/;;;303;simvastatine Sandoz (Impexeco) filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1564;Impexeco;;Impexeco;1564;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;66,6666666666667;30;mg;O;100;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
237246-21;simvastatine Sandoz filmomh. tabl. (deelb.) 100 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/237246-21;https://samviewer.digile.be/nl/sam/ampps/237246-21;Simvastatin Sandoz 20 mg filmomh. tabl. 100;Simvastatin Sandoz filmomh. tabl. (deelb.) 100x 20mg;1766252;237246-21;237246-21;BEL simvastatine Sandoz film-coated tablet 100 x 20mg/;BEL simvastatine Sandoz film-coated tablet 100 x 20mg/;;;;;100;;100;;100;;;100.0000 {unit};30;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237246&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;302;BEL simvastatine Sandoz film-coated tablet 20mg/;;;302;simvastatine Sandoz filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1563;Sandoz;;Sandoz;1563;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;66,6666666666667;30;mg;O;100;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
237237-07;simvastatine Sandoz filmomh. tabl. (deelb.) 100 x 20 mg (UD);https://samviewer.digile.be/nl/sam/ampps/237237-07;https://samviewer.digile.be/nl/sam/ampps/237237-07;Simvastatin Sandoz 20 mg filmomh. tabl. 100;Simvastatin Sandoz filmomh. tabl. (deelb.) 100x 20mg (UD);3267531;237237-07;237237-07;BEL simvastatine Sandoz film-coated tablet 100 x 20mg/;BEL simvastatine Sandoz film-coated tablet 100 x 20mg/;;;;;100;;100;;100;;;100.0000 {unit};250;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237237&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;302;BEL simvastatine Sandoz film-coated tablet 20mg/;;;302;simvastatine Sandoz filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1563;Sandoz;;Sandoz;1563;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;66,6666666666667;30;mg;O;100;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
237246-07;simvastatine Sandoz filmomh. tabl. (deelb.) 30 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/237246-07;https://samviewer.digile.be/nl/sam/ampps/237246-07;Simvastatin Sandoz 20 mg filmomh. tabl. 30;Simvastatin Sandoz filmomh. tabl. (deelb.) 30x 20mg;1766245;237246-07;237246-07;BEL simvastatine Sandoz film-coated tablet 30 x 20mg/;BEL simvastatine Sandoz film-coated tablet 30 x 20mg/;;;;;30;;30;;30;;;30.0000 {unit};56;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237246&leafletType=skp;;;;;1;30;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;30;;;302;BEL simvastatine Sandoz film-coated tablet 20mg/;;;302;simvastatine Sandoz filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1563;Sandoz;;Sandoz;1563;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;20;30;mg;O;30;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
254012-15;simvastine EG filmomh. tabl. (deelb.) 100 x 20 mg [blister];https://samviewer.digile.be/nl/sam/ampps/254012-15;https://samviewer.digile.be/nl/sam/ampps/254012-15;Simvastatine EG 20 mg filmomh. tabl. 100;Simvastatine EG filmomh. tabl. (deelb.) 100x 20mg [blister];3562345;254012-15;254012-15;BEL simvastatine EG film-coated tablet 100 x 20mg/;BEL simvastatine EG film-coated tablet 100 x 20mg/;;;;;100;;100;;100;;;100.0000 {unit};98;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE254012&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;299;BEL simvastatine EG film-coated tablet 20mg/;;;299;simvastine EG filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1560;EG;;EG;1560;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;66,6666666666667;30;mg;O;100;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
254021-01;simvastine EG filmomh. tabl. (deelb.) 100 x 20 mg [tablettencontainer];https://samviewer.digile.be/nl/sam/ampps/254021-01;https://samviewer.digile.be/nl/sam/ampps/254021-01;Simvastatine EG 20 mg filmomh. tabl. 100;Simvastatine EG filmomh. tabl. (deelb.) 100x 20mg [tablettencontainer];3491404;254021-01;254021-01;BEL simvastatine EG film-coated tablet 100 x 20mg/;BEL simvastatine EG film-coated tablet 100 x 20mg/;;;;;100;;100;;100;;;100.0000 {unit};100;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE254021&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;299;BEL simvastatine EG film-coated tablet 20mg/;;;299;simvastine EG filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1560;EG;;EG;1560;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;66,6666666666667;30;mg;O;100;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
254012-05;simvastine EG filmomh. tabl. (deelb.) 30 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/254012-05;https://samviewer.digile.be/nl/sam/ampps/254012-05;Simvastatine EG 20 mg filmomh. tabl. 30;Simvastatine EG filmomh. tabl. (deelb.) 30x 20mg;3562337;254012-05;254012-05;BEL simvastatine EG film-coated tablet 30 x 20mg/;BEL simvastatine EG film-coated tablet 30 x 20mg/;;;;;30;;30;;30;;;30.0000 {unit};30;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE254012&leafletType=skp;;;;;1;30;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;30;;;299;BEL simvastatine EG film-coated tablet 20mg/;;;299;simvastine EG filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1560;EG;;EG;1560;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;20;30;mg;O;30;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
548026-13;simvastine Mylan filmomh. tabl. (deelb.) 250 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/548026-13;https://samviewer.digile.be/nl/sam/ampps/548026-13;Simvastatine Mylan 20 mg filmomh. tabl. 250;Simvastatine Mylan filmomh. tabl. (deelb.) 250x 20mg;4218442;548026-13;548026-13;BEL simvastatine Mylan film-coated tablet 250 x 20mg/;BEL simvastatine Mylan film-coated tablet 250 x 20mg/;;;;;250;;250;;250;;;250.0000 {unit};98;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE548026&leafletType=skp;;;;;1;250;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;250;;;300;BEL simvastatine Mylan film-coated tablet 20mg/;;;300;simvastine Mylan filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1561;Mylan;;Mylan;1561;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;166,666666666667;30;mg;O;250;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
262552-03;simvastine Mylan filmomh. tabl. (deelb.) 28 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/262552-03;https://samviewer.digile.be/nl/sam/ampps/262552-03;Simvastatine Mylan 20 mg filmomh. tabl. 28;Simvastatine Mylan filmomh. tabl. (deelb.) 28x 20mg;1777093;262552-03;262552-03;BEL simvastatine Mylan film-coated tablet 28 x 20mg/;BEL simvastatine Mylan film-coated tablet 28 x 20mg/;;;;;28;;28;;28;;;28.0000 {unit};100;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE262552&leafletType=skp;;;;;1;28;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;28;;;300;BEL simvastatine Mylan film-coated tablet 20mg/;;;300;simvastine Mylan filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1561;Mylan;;Mylan;1561;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;18,6666666666667;30;mg;O;28;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
262552-09;simvastine Mylan filmomh. tabl. (deelb.) 84 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/262552-09;https://samviewer.digile.be/nl/sam/ampps/262552-09;Simvastatine Mylan 20 mg filmomh. tabl. 84;Simvastatine Mylan filmomh. tabl. (deelb.) 84x 20mg;1777127;262552-09;262552-09;BEL simvastatine Mylan film-coated tablet 84 x 20mg/;BEL simvastatine Mylan film-coated tablet 84 x 20mg/;;;;;84;;84;;84;;;84.0000 {unit};100;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE262552&leafletType=skp;;;;;1;84;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;84;;;300;BEL simvastatine Mylan film-coated tablet 20mg/;;;300;simvastine Mylan filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1561;Mylan;;Mylan;1561;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;56;30;mg;O;84;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
310861-10;simvastine Teva filmomh. tabl. (deelb.) 100 x 20 mg;https://samviewer.digile.be/nl/sam/ampps/310861-10;https://samviewer.digile.be/nl/sam/ampps/310861-10;Simvastatine Teva 20 mg filmomh. tabl. 100;Simvastatine Teva filmomh. tabl. (deelb.) 100x 20mg;2062032;310861-10;310861-10;BEL simvastatine Teva film-coated tablet 100 x 20mg/;BEL simvastatine Teva film-coated tablet 100 x 20mg/;;;;;100;;100;;100;;;100.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE310861&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;301;BEL simvastatine Teva film-coated tablet 20mg/;;;301;simvastine Teva filmomh. tabl. (deelb.) 20 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1562;Teva;;Teva;1562;BEL;simvastatine film-coated tablet 20mg/;;simvastatine film-coated tablet 20mg/;0xe1f9e87d0f798d6211b4d3a124eea426;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;20.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;20.0000 mg;1.0000 1;20;mg;;1;tablet;15054000;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;66,6666666666667;30;mg;O;100;;simvastatine oral 20mg/;;simvastatine oraal 20 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 20mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
