packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packSize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSizeNO;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
5056;VASSOR F.C.TAB 40MG/TAB BTx60(BLIST6 x10);;;;;4391;259210103;259210103;GRC Simvastatin ΠΝΓ ΓΕΡΟΛΥΜΑΤΟΣ ΜΕΝΤΙΚΑΛ Α.Ε. film-coated tablet 60 x 40mg/;GRC Simvastatin ΠΝΓ ΓΕΡΟΛΥΜΑΤΟΣ ΜΕΝΤΙΚΑΛ Α.Ε. film-coated tablet 60 x 40mg/;;;;;60;;60;;;;;;;;;30;;BTX30(BLIST 3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;60;;;56565848;GRC Simvastatin ΠΝΓ ΓΕΡΟΛΥΜΑΤΟΣ ΜΕΝΤΙΚΑΛ Α.Ε. film-coated tablet 40mg/;;;;VASSOR F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΠΝΓ ΓΕΡΟΛΥΜΑΤΟΣ ΜΕΝΤΙΚΑΛ Α.Ε.;;CROSS ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΤΑΙΡΙΑ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΙΑ Δ.Τ. CROSS PHARMACEYTICALS P.C.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
4391;STATIVER F.C.TAB 40MG/TAB BTX30(BLIST 3X10);;;;;7620;254550401;254550401;GRC Simvastatin CROSS PHARMACEYTICALS P.C. film-coated tablet 30 x 40mg/;GRC Simvastatin CROSS PHARMACEYTICALS P.C. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;10;;BTX10(1BLISTX10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565849;GRC Simvastatin CROSS PHARMACEYTICALS P.C. film-coated tablet 40mg/;;;;STATIVER F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;CROSS PHARMACEYTICALS P.C.;;HELP ΑΒΕΕ;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
7620;ANTICHOL F.C.TAB 40MG/TAB BTX10(1BLISTX10);;;;;7621;254550301;254550301;GRC Simvastatin HELP ΑΒΕΕ film-coated tablet 10 x 40mg/;GRC Simvastatin HELP ΑΒΕΕ film-coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;10;;BTX10(BLIST1X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;10;;;56565850;GRC Simvastatin HELP ΑΒΕΕ film-coated tablet 40mg/;;;;ANTICHOL F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;HELP ΑΒΕΕ;;HELP ΑΒΕΕ;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
7621;ANTICHOL F.C.TAB 20MG/TAB BTX10(BLIST1X10);;;;;5783;274700203;274700203;GRC Simvastatin HELP ΑΒΕΕ film-coated tablet 10 x 20mg/;GRC Simvastatin HELP ΑΒΕΕ film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;10;;;56565851;GRC Simvastatin HELP ΑΒΕΕ film-coated tablet 20mg/;;;;ANTICHOL F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;HELP ΑΒΕΕ;;MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
5783;SIMVASTIL F.C.TAB 20MG/TAB BTx30 (BLIST 3x10);;;;;5784;274700303;274700303;GRC Simvastatin MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ film-coated tablet 30 x 20mg/;GRC Simvastatin MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565852;GRC Simvastatin MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ film-coated tablet 20mg/;;;;SIMVASTIL F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ;;MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
5784;SIMVASTIL F.C.TAB 40MG/TAB BTx30 (BLIST 3x10);;;;;3405;244750203;244750203;GRC Simvastatin MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ film-coated tablet 30 x 40mg/;GRC Simvastatin MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTX30(BLIST 3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565853;GRC Simvastatin MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ film-coated tablet 40mg/;;;;SIMVASTIL F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;MEDARTE ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΒΕΕ;;NATURALIA ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ, ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΙΔΩΝ, ΙΑΤΡΙΚΩΝ ΒΟΗΘΗΜΑΤΩΝ, ΚΑΛΛΥΝΤΙΚΩΝ Δ.Τ. NATURALIA A.E.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3405;LOWCHOLID F.C.TAB 20MG/TAB BTX30(BLIST 3X10);;;;;3406;244750303;244750303;GRC Simvastatin NATURALIA A.E. film-coated tablet 30 x 20mg/;GRC Simvastatin NATURALIA A.E. film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;30;;BTX30 (BLIST 3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565854;GRC Simvastatin NATURALIA A.E. film-coated tablet 20mg/;;;;LOWCHOLID F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;NATURALIA A.E.;;NATURALIA ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ, ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΩΝ ΕΙΔΩΝ, ΙΑΤΡΙΚΩΝ ΒΟΗΘΗΜΑΤΩΝ, ΚΑΛΛΥΝΤΙΚΩΝ Δ.Τ. NATURALIA A.E.;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3406;LOWCHOLID F.C.TAB 40MG/TAB BTX30 (BLIST 3X10);;;;;3408;244840202;244840202;GRC Simvastatin NATURALIA A.E. film-coated tablet 30 x 40mg/;GRC Simvastatin NATURALIA A.E. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTx30(BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565855;GRC Simvastatin NATURALIA A.E. film-coated tablet 40mg/;;;;LOWCHOLID F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;NATURALIA A.E.;;FARMEDIA AE;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3408;IPRAMID F.C.TAB 20MG/TAB BTx30(BLIST 3x10);;;;;3409;244840303;244840303;GRC Simvastatin FARMEDIA AE film-coated tablet 30 x 20mg/;GRC Simvastatin FARMEDIA AE film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3 x 10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565856;GRC Simvastatin FARMEDIA AE film-coated tablet 20mg/;;;;IPRAMID F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;FARMEDIA AE;;VENIFAR LTD, CYPRUS;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3409;IPRAMID F.C.TAB 40MG/TAB BTx30 (BLIST 3 x 10);;;;;4273;257950202;257950202;GRC Simvastatin VENIFAR LTD, CYPRUS film-coated tablet 30 x 40mg/;GRC Simvastatin VENIFAR LTD, CYPRUS film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTX30(BLIST 3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565857;GRC Simvastatin VENIFAR LTD, CYPRUS film-coated tablet 40mg/;;;;IPRAMID F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;VENIFAR LTD, CYPRUS;;VIVAX PHARMACEUTICALS LTD, GREECE;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
4273;SIMVALID F.C.TAB 40MG/TAB BTX30(BLIST 3X10);;;;;4274;257980103;257980103;GRC Simvastatin VIVAX PHARMACEUTICALS LTD, GREECE film-coated tablet 30 x 40mg/;GRC Simvastatin VIVAX PHARMACEUTICALS LTD, GREECE film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565858;GRC Simvastatin VIVAX PHARMACEUTICALS LTD, GREECE film-coated tablet 40mg/;;;;SIMVALID F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;VIVAX PHARMACEUTICALS LTD, GREECE;;PHAREL ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ Δ.Τ. PHAREL;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
4274;STERYLIP F.C.TAB 40MG/TAB BTx30 (BLIST 3x10);;;;;4282;258120103;258120103;GRC Simvastatin PHAREL ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ film-coated tablet 30 x 40mg/;GRC Simvastatin PHAREL ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565859;GRC Simvastatin PHAREL ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ film-coated tablet 40mg/;;;;STERYLIP F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;PHAREL ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ;;ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
4282;SIMVASTATIN/NORMA F.C.TAB 20MG/TAB BTx30 (BLIST 3x10);;;;;4283;258120203;258120203;GRC Simvastatin ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε. film-coated tablet 30 x 20mg/;GRC Simvastatin ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε. film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565860;GRC Simvastatin ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε. film-coated tablet 20mg/;;;;SIMVASTATIN/NORMA F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε.;;ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε.;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
4283;SIMVASTATIN/NORMA F.C.TAB 40MG/TAB BTx30 (BLIST 3x10);;;;;4194;256710103;256710103;GRC Simvastatin ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε. film-coated tablet 30 x 40mg/;GRC Simvastatin ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTx30(BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565861;GRC Simvastatin ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε. film-coated tablet 40mg/;;;;SIMVASTATIN/NORMA F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε.;;DOCTUM ΦΑΡΜΑΚΕΥΤΙΚΗ Κ, ΓΙΟΚΑΡΗΣ & ΣΙΑ Α,Ε,;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
4194;DOCTIVERINE F.C.TAB 20MG/TAB BTx30(BLIST 3x10);;;;;4195;256710203;256710203;GRC Simvastatin DOCTUM ΦΑΡΜΑΚΕΥΤΙΚΗ Κ, ΓΙΟΚΑΡΗΣ & ΣΙΑ Α.Ε. film-coated tablet 30 x 20mg/;GRC Simvastatin DOCTUM ΦΑΡΜΑΚΕΥΤΙΚΗ Κ, ΓΙΟΚΑΡΗΣ & ΣΙΑ Α.Ε. film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (3BLIST,x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565862;GRC Simvastatin DOCTUM ΦΑΡΜΑΚΕΥΤΙΚΗ Κ, ΓΙΟΚΑΡΗΣ & ΣΙΑ Α.Ε. film-coated tablet 20mg/;;;;DOCTIVERINE F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;DOCTUM ΦΑΡΜΑΚΕΥΤΙΚΗ Κ, ΓΙΟΚΑΡΗΣ & ΣΙΑ Α.Ε.;;DOCTUM ΦΑΡΜΑΚΕΥΤΙΚΗ Κ, ΓΙΟΚΑΡΗΣ & ΣΙΑ Α,Ε,;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
